x,y,lum,HIPnum
4.023287037037037,0.3232314814814815,2.07,677.0
4.026111111111111,-0.4916999999999998,3.88,765.0
4.036759259259259,0.1687067901234567,2.83,1067.0
4.0539351851851855,-0.0797351851851851,3.56,1562.0
4.057175925925926,0.09100277777777785,5.38,1645.0
4.072777777777778,-0.47022314814814825,3.93,2072.0
4.072962962962963,-0.4632765432098766,2.4,2081.0
4.109212962962963,0.3429024691358025,3.27,3092.0
4.121064814814815,-0.17792561728395054,2.04,3419.0
4.13412037037037,0.08111018518518513,5.92,3760.0
4.138333333333334,0.4564327160493828,4.53,3881.0
4.157638888888889,0.4277694444444445,3.86,4436.0
4.1627777777777775,-0.31825030864197523,4.3,4577.0
4.17449074074074,0.3533814814814814,5.5,4889.0
4.174814814814815,0.08766759259259263,4.27,4906.0
4.190509259259259,-0.10908981481481482,3.46,5364.0
4.193657407407407,0.39578703703703705,2.07,5447.0
4.204814814814815,0.2731530864197531,4.67,5742.0
4.220694444444445,0.3029342592592592,4.74,6193.0
4.2333796296296295,-0.08685833333333336,3.6,6537.0
4.245416666666666,-0.4742475308641975,3.41,6867.0
4.250462962962963,0.06826604938271603,4.84,7007.0
4.254074074074074,0.17050925925925922,3.62,7097.0
4.281712962962963,0.06097345679012341,4.45,7884.0
4.28912037037037,-0.15622716049382715,3.49,8102.0
4.292731481481481,0.10175154320987663,4.26,8198.0
4.309583333333333,-0.1073895061728395,3.74,8645.0
4.314074074074074,0.32865987654320983,3.42,8796.0
4.315324074074074,0.2143787037037037,3.88,8832.0
4.315416666666667,0.0354163580246914,4.61,8833.0
4.318425925925926,0.23120339506172846,2.64,8903.0
4.338981481481482,0.030708333333333348,3.82,9487.0
4.34412037037037,0.4703317901234569,2.1,9640.0
4.353240740740741,0.2606975308641975,2.01,9884.0
4.359814814814815,0.38874876543209874,3.0,10064.0
4.3694444444444445,0.09829722222222223,4.36,10324.0
4.377592592592593,0.37065524691358026,5.25,10559.0
4.387037037037037,-0.011366049382716091,6.47,10826.0
4.4054166666666665,-0.13010617283950615,4.88,11345.0
4.411527777777778,0.09400092592592589,4.3,11484.0
4.422453703703704,-0.16395185185185188,4.74,11783.0
4.4329629629629625,0.06214783950617288,4.87,12093.0
4.442962962962963,0.003650308641975326,4.08,12387.0
4.443194444444445,-0.11253796296296295,4.83,12390.0
4.443842592592593,-0.45675956790123434,4.74,12413.0
4.44625,-0.4238299382716049,4.11,12486.0
4.453611111111111,0.03595740740740736,3.47,12706.0
4.45587962962963,-0.13490370370370375,4.24,12770.0
4.458148148148148,0.11238024691358027,4.27,12828.0
4.458564814814815,-0.19363734567901233,4.47,12843.0
4.469675925925926,-0.3510413580246914,4.45,13147.0
4.472129629629629,0.3028975308641975,3.61,13209.0
4.473796296296296,0.42576574074074075,4.22,13254.0
4.490046296296296,-0.07891543209876552,3.89,13701.0
4.495138888888889,-0.4410586419753088,2.88,13847.0
4.4991666666666665,0.098970987654321,4.71,13954.0
4.506296296296297,0.04544351851851853,2.54,14135.0
4.506620370370371,-0.2486185185185185,4.08,14146.0
4.514351851851852,0.4315614197530865,3.32,14354.0
4.5226851851851855,0.4550626543209877,2.09,14576.0
4.533518518518519,-0.30012098765432094,3.8,14879.0
4.543981481481482,-0.07977962962962962,4.8,15197.0
4.554166666666666,-0.22491172839506168,3.7,15474.0
4.555231481481481,-0.47698271604938264,4.26,15510.0
4.568888888888889,0.10032283950617286,3.61,15900.0
4.591481481481481,-0.09490771604938272,3.72,16537.0
4.593842592592592,-0.22630216049382706,4.26,16611.0
4.620092592592592,-0.0914978395061728,3.52,17378.0
4.623101851851851,0.35875864197530866,3.84,17448.0
4.630092592592592,-0.25279506172839505,4.22,17651.0
4.634953703703704,-0.4042206790123457,4.3,17797.0
4.636527777777777,0.2672614197530864,3.62,17847.0
4.637361111111111,-0.39777654320987654,4.17,17874.0
4.650324074074074,0.354262962962963,2.84,18246.0
4.660694444444444,0.44455864197530864,2.9,18532.0
4.66375,0.39767808641975305,3.98,18614.0
4.6685185185185185,0.13878209876543207,3.41,18724.0
4.705555555555556,-0.46340154320987653,3.85,19747.0
4.716342592592593,-0.35779629629629633,3.55,20042.0
4.7216203703703705,0.17364104938271605,3.65,20205.0
4.730370370370371,0.1949175925925927,3.77,20455.0
4.733425925925926,-0.3775888888888889,3.97,20535.0
4.737453703703704,0.19919999999999996,4.3,20648.0
4.746111111111111,0.21311697530864204,3.53,20889.0
4.74625,0.17634382716049385,3.4,20894.0
4.752314814814815,-0.47829166666666656,5.07,21060.0
4.765416666666667,-0.32708549382716057,3.81,21393.0
4.766435185185185,0.18344166666666664,0.87,21421.0
4.767546296296296,-0.02941728395061729,3.93,21444.0
4.7726851851851855,-0.15218240740740738,3.86,21594.0
4.779305555555555,-0.44596018518518515,4.44,21770.0
4.783472222222223,-0.40950246913580246,5.04,21861.0
4.783981481481481,0.2550774691358025,4.27,21881.0
4.793055555555555,-0.030504320987654248,4.01,22109.0
4.805092592592593,0.0773472222222223,3.19,22449.0
4.807222222222222,0.09889166666666666,4.35,22509.0
4.808888888888889,0.06227901234567905,3.68,22549.0
4.813564814814814,-0.050525000000000056,4.36,22701.0
4.814907407407407,0.027869753086419754,5.33,22730.0
4.819120370370371,0.1127904320987655,4.64,22845.0
4.824953703703704,0.3685126543209876,2.69,23015.0
4.829259259259259,0.019044753086419695,4.47,23123.0
4.840185185185185,0.45639876543209873,3.69,23453.0
4.848472222222222,-0.24032376543209877,3.19,23685.0
4.855138888888889,-0.05459722222222215,2.78,23875.0
