x,y,lum,HIPnum
0.7977642828822243,0.03273885183621517,3.88,765.0
1.4403638503790306,0.12232214376543754,3.56,1562.0
0.4673147566683231,0.04091898793616066,4.23,1599.0
0.2298964919565451,0.025837811208652216,2.82,2021.0
0.8267396904466465,0.09492599446788706,3.93,2072.0
0.8375521575401539,0.09641433284408635,2.4,2081.0
0.5006374358146154,0.06932075734900046,4.36,2484.0
1.2680322543810385,0.244088891877198,2.04,3419.0
1.0360740270544773,0.270842780777283,4.3,4577.0
0.7482638289287491,0.22194182486500716,3.32,5165.0
0.5879748066476242,0.18083786479287373,3.94,5348.0
1.3372438943373988,0.4125611861292111,3.46,5364.0
1.3390526398179452,0.5141258801209722,3.6,6537.0
0.7652414807178369,0.3105378831162153,3.41,6867.0
0.6608069043329277,0.2778907452383505,3.93,7083.0
0.5281732042555153,0.23986792722538375,0.45,7588.0
1.1910460421339115,0.5814481624933027,3.49,8102.0
1.2395651393184022,0.6552775842068713,3.74,8645.0
0.6801114715688302,0.3678627482930699,4.39,8837.0
0.604737503547644,0.3349815478701096,3.69,9007.0
0.44834990262275964,0.2556046472632153,2.86,9236.0
0.5708752628104001,0.3868749919448484,3.56,10602.0
1.2746817341786345,0.8870271290429438,6.47,10826.0
0.32221789285386065,0.229305885128832,4.08,11001.0
1.0985882326984633,0.8125416826722398,4.88,11345.0
0.6112101957110827,0.45634307107375455,4.24,11407.0
1.0345700179003403,0.808900660207889,4.74,11783.0
1.06964023970435,0.893961629518937,4.83,12390.0
0.2981626677083915,0.24926584688695919,4.12,12394.0
0.6541993576674692,0.5478853450766676,4.74,12413.0
0.48750738719761316,0.41142905152492937,5.21,12484.0
0.6916525899162406,0.5837162195424329,4.11,12486.0
1.025113404284508,0.8920340633820614,4.24,12770.0
0.952000248309914,0.8354943880957388,4.47,12843.0
0.7543156571723509,0.685672842985825,4.45,13147.0
1.038937939402576,1.0069474214346992,3.89,13701.0
0.6255501370658041,0.6160691768263332,2.88,13847.0
0.8258510636675729,0.843208664534734,4.08,14146.0
0.38548405996378177,0.39778869160626507,5.12,14240.0
0.7353826791519507,0.8172031297998353,3.8,14879.0
0.9491124894405835,1.0902267557424012,4.8,15197.0
0.7846305415604004,0.9309539787674092,3.7,15474.0
0.528404796272871,0.6290776865731857,4.26,15510.0
0.850978770245163,1.1389075816365941,3.72,16537.0
0.7238243221988105,0.9762608484720747,4.26,16611.0
0.8019616929332563,1.1804200637636608,3.52,17378.0
0.2613202596854092,0.38809252225428276,3.84,17440.0
0.6442491132579372,0.9810864730716102,4.22,17651.0
0.15516046211993903,0.23718532395253145,3.26,17678.0
0.5076999831046246,0.7861629272702246,4.3,17797.0
0.5101826952361757,0.7966012826346242,4.17,17874.0
0.259016730435996,0.44295816285050005,4.56,18597.0
0.3760942847367393,0.7543284362315155,3.85,19747.0
0.2209355571685843,0.4451530746102248,3.33,19780.0
0.30207141162817586,0.6194525047406947,4.26,19893.0
0.23845423085242873,0.49153188253728325,4.44,19921.0
0.43475064260493423,0.9102808636339143,3.55,20042.0
0.3975288148646324,0.8932139438035811,3.97,20535.0
0.3108531068268074,0.7582523021053994,5.07,21060.0
0.2242120933892047,0.5690741938792792,3.3,21281.0
0.3807359484954346,0.9860597005674537,3.81,21393.0
0.5443962348136234,1.4240788578524242,3.93,21444.0
0.46548097894845863,1.2477508640064077,3.86,21594.0
0.29569112549098386,0.8185111405784562,4.44,21770.0
0.30943224314904477,0.8744159184024356,5.04,21861.0
0.1203662866252696,0.3449178526140612,5.53,21949.0
0.4863665618013627,1.4431257144738472,4.01,22109.0
0.43055204265118985,1.427933429486326,4.36,22701.0
0.281353345117309,1.1596538981061713,3.19,23685.0
0.335007206934231,1.446754902617144,2.78,23875.0
0.3179405839369176,1.4089025759991218,4.25,23972.0
0.288138719560537,1.3638749097856968,4.45,24244.0
